序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均访问时长_秒,有消费,CTR,CPC,有浏览,有转化,平均浏览,GMM_K,cluster_id,分类
240,1907,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
241,2123,63563817,4190988310,72.85,47,122,0.75,249.0,True,0.38524590163934425,1.5499999999999998,True,True,2.595744680851064,8,1,稳定拓展型
242,2145,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
243,2158,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
244,2190,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
245,2212,63563817,4190988310,3.45,2,2,1.0,61.0,True,1.0,1.725,True,True,1.0,8,7,低效长尾型二
246,2294,63563817,4190988310,6.61,4,4,1.0,15.0,True,1.0,1.6525,True,True,1.0,8,7,低效长尾型二
247,2384,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
248,2397,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
249,2505,63563817,4190988310,13.67,8,17,0.875,85.0,True,0.47058823529411764,1.70875,True,True,2.125,8,1,稳定拓展型
250,2570,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
251,2789,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
252,2889,63563817,4190988310,14.0,8,6,1.0,20.0,True,1.3333333333333333,1.75,True,True,0.75,8,7,低效长尾型二
253,2892,63563817,4190988310,148.25,104,175,0.82,140.0,True,0.5942857142857143,1.4254807692307692,True,True,1.6826923076923077,8,6,稳定拓展型三
254,2980,63563817,4190988310,1.88,1,1,1.0,1.0,True,1.0,1.88,True,True,1.0,8,7,低效长尾型二
255,2985,63563817,4190988310,1810.51,1217,1985,0.8828,84.0,True,0.6130982367758187,1.487682826622843,True,True,1.6310599835661463,8,6,稳定拓展型三
256,3106,63563817,4190988310,18.29,11,18,0.7273,78.0,True,0.6111111111111112,1.6627272727272726,True,True,1.6363636363636365,8,6,稳定拓展型三
257,3169,63563817,4190988310,1047.53,674,977,0.8812,64.0,True,0.6898669396110543,1.5541988130563797,True,True,1.4495548961424332,8,6,稳定拓展型三
258,3180,63563817,4190988310,3.89,3,14,0.6667,676.0,True,0.21428571428571427,1.2966666666666666,True,True,4.666666666666667,8,1,稳定拓展型
259,3304,63563817,4190988310,17.28,11,26,0.8182,84.0,True,0.4230769230769231,1.570909090909091,True,True,2.3636363636363638,8,1,稳定拓展型
260,3328,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
261,3501,63563817,4190988310,1.01,1,0,0.0,,True,,1.01,False,True,0.0,8,5,潜力挖掘型
262,3732,63563817,4190988310,62.1,44,44,0.9,22.0,True,1.0,1.4113636363636364,True,True,1.0,8,6,稳定拓展型三
263,3818,63563817,4190988310,5.74,2,9,0.0,54.0,True,0.2222222222222222,2.87,True,True,4.5,8,5,潜力挖掘型
264,4043,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
265,4048,63563817,4190988310,9.39,8,49,0.5,563.0,True,0.16326530612244897,1.17375,True,True,6.125,8,1,稳定拓展型
266,4126,63563817,4190988310,8.95,4,4,1.0,46.0,True,1.0,2.2375,True,True,1.0,8,7,低效长尾型二
267,4155,63563817,4190988310,5.39,4,6,0.6667,30.0,True,0.6666666666666666,1.3475,True,True,1.5,8,6,稳定拓展型三
268,4403,63563817,4190988310,25.77,19,160,0.4444,413.0,True,0.11875,1.3563157894736841,True,True,8.421052631578947,8,1,稳定拓展型
269,4675,63563817,4190988310,22.54,16,61,0.7059,172.0,True,0.26229508196721313,1.40875,True,True,3.8125,8,1,稳定拓展型
270,4713,63563817,4190988310,4.68,1,7,0.0,278.0,True,0.14285714285714285,4.68,True,True,7.0,8,5,潜力挖掘型
271,4773,63563817,4190988310,205.93,107,171,0.9248,58.0,True,0.6257309941520468,1.9245794392523365,True,True,1.5981308411214954,8,1,稳定拓展型
272,4791,63563817,4190988310,24.87,13,116,0.3846,617.0,True,0.11206896551724138,1.9130769230769231,True,True,8.923076923076923,8,1,稳定拓展型
273,4827,63563817,4190988310,96.36,61,207,0.7097,256.0,True,0.2946859903381642,1.579672131147541,True,True,3.3934426229508197,8,1,稳定拓展型
274,4868,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
275,5010,63563817,4190988310,63.52,44,78,0.8444,114.0,True,0.5641025641025641,1.4436363636363636,True,True,1.7727272727272727,8,6,稳定拓展型三
276,5134,63563817,4190988310,168.35,129,782,0.6371,296.0,True,0.1649616368286445,1.3050387596899224,True,True,6.062015503875969,8,1,稳定拓展型
277,5267,63563817,4190988310,110.96,83,183,0.8214,167.0,True,0.453551912568306,1.336867469879518,True,True,2.2048192771084336,8,1,稳定拓展型
278,5330,63563817,4190988310,121.6,77,649,0.4861,767.0,True,0.11864406779661017,1.579220779220779,True,True,8.428571428571429,8,1,稳定拓展型
279,5393,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
280,5418,63563817,4190988310,15.18,8,64,0.375,699.0,True,0.125,1.8975,True,True,8.0,8,1,稳定拓展型
281,5592,63563817,4190988310,28.18,17,18,0.9375,34.0,True,0.9444444444444444,1.6576470588235295,True,True,1.0588235294117647,8,6,稳定拓展型三
282,5701,63563817,4190988310,25.42,17,18,0.7857,191.0,True,0.9444444444444444,1.4952941176470589,True,True,1.0588235294117647,8,6,稳定拓展型三
283,5801,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
284,5812,63563817,4190988310,5.56,4,6,0.75,192.0,True,0.6666666666666666,1.39,True,True,1.5,8,6,稳定拓展型三
285,5840,63563817,4190988310,3.66,2,2,1.0,16.0,True,1.0,1.83,True,True,1.0,8,7,低效长尾型二
286,5849,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
287,5973,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
288,6054,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
289,6082,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
290,6299,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
291,6325,63563817,4190988310,83.51,64,118,0.9153,94.0,True,0.5423728813559322,1.30484375,True,True,1.84375,8,6,稳定拓展型三
292,6352,63563817,4190988310,70.17,42,269,0.375,387.0,True,0.15613382899628253,1.6707142857142858,True,True,6.404761904761905,8,1,稳定拓展型
293,6364,63563817,4190988310,0.9,1,1,1.0,7.0,True,1.0,0.9,True,True,1.0,8,7,低效长尾型二
294,6604,63563817,4190988310,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
295,1048,495403620,8878077181,1263.59,2840,29775,0.082,670.0,True,0.09538203190596138,0.4449260563380281,True,True,10.484154929577464,8,0,高价值转化型
296,1607,495403620,8878077181,1149.42,805,8194,0.0958,710.0,True,0.09824261654869416,1.4278509316770187,True,True,10.17888198757764,8,0,高价值转化型
297,3989,495403620,8878077181,75197.1,124758,1230619,0.0814,631.0,True,0.10137824948257747,0.6027437118260953,True,True,9.864048798473846,8,0,高价值转化型
298,5778,495403620,8878077181,46615.59,40349,425786,0.0839,653.0,True,0.09476356667433876,1.1553096731021835,True,True,10.552578750402736,8,0,高价值转化型
299,2,495403620,9628223555,14.89,12,9,0.8333,86.0,True,1.3333333333333333,1.2408333333333335,True,True,0.75,8,6,稳定拓展型三
300,6,495403620,9628223555,4.69,3,2,1.0,72.0,True,1.5,1.5633333333333335,True,True,0.6666666666666666,8,7,低效长尾型二
301,14,495403620,9628223555,1.48,2,1,1.0,1.0,True,2.0,0.74,True,True,0.5,8,7,低效长尾型二
302,31,495403620,9628223555,0.83,1,0,0.0,,True,,0.83,False,True,0.0,8,5,潜力挖掘型
303,33,495403620,9628223555,20.07,21,20,0.9375,40.0,True,1.05,0.9557142857142857,True,True,0.9523809523809523,8,6,稳定拓展型三
304,55,495403620,9628223555,0.9,1,1,1.0,120.0,True,1.0,0.9,True,True,1.0,8,7,低效长尾型二
305,57,495403620,9628223555,5.02,6,2,1.0,2.0,True,3.0,0.8366666666666666,True,True,0.3333333333333333,8,7,低效长尾型二
306,62,495403620,9628223555,5.88,7,10,0.8333,372.0,True,0.7,0.84,True,True,1.4285714285714286,8,6,稳定拓展型三
307,104,495403620,9628223555,210.57,164,201,0.8636,64.0,True,0.8159203980099502,1.2839634146341463,True,True,1.225609756097561,8,6,稳定拓展型三
308,149,495403620,9628223555,1.23,1,1,1.0,120.0,True,1.0,1.23,True,True,1.0,8,7,低效长尾型二
309,151,495403620,9628223555,48.47,39,46,0.875,73.0,True,0.8478260869565217,1.2428205128205128,True,True,1.1794871794871795,8,6,稳定拓展型三
310,154,495403620,9628223555,50.67,71,55,0.9615,94.0,True,1.290909090909091,0.7136619718309859,True,True,0.7746478873239436,8,6,稳定拓展型三
311,155,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
312,164,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
313,175,495403620,9628223555,6.73,4,2,1.0,10.0,True,2.0,1.6825,True,True,0.5,8,7,低效长尾型二
314,190,495403620,9628223555,4.14,3,2,1.0,21.0,True,1.5,1.38,True,True,0.6666666666666666,8,7,低效长尾型二
315,217,495403620,9628223555,27.42,13,10,0.8333,73.0,True,1.3,2.1092307692307695,True,True,0.7692307692307693,8,0,高价值转化型
316,235,495403620,9628223555,46.26,36,60,0.7667,161.0,True,0.6,1.285,True,True,1.6666666666666667,8,6,稳定拓展型三
317,255,495403620,9628223555,30.98,17,33,0.8571,42.0,True,0.5151515151515151,1.8223529411764705,True,True,1.9411764705882353,8,1,稳定拓展型
318,267,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
319,270,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
320,282,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
321,303,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
322,306,495403620,9628223555,0.65,2,2,0.0,40.0,True,1.0,0.325,True,True,1.0,8,5,潜力挖掘型
323,338,495403620,9628223555,19.59,13,13,0.9,49.0,True,1.0,1.5069230769230768,True,True,1.0,8,6,稳定拓展型三
324,391,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
325,400,495403620,9628223555,79.42,60,80,0.9057,76.0,True,0.75,1.3236666666666668,True,True,1.3333333333333333,8,6,稳定拓展型三
326,427,495403620,9628223555,14.62,9,7,1.0,3.0,True,1.2857142857142858,1.6244444444444444,True,True,0.7777777777777778,8,7,低效长尾型二
327,432,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
328,433,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
329,438,495403620,9628223555,10.63,35,8,0.8571,133.0,True,4.375,0.3037142857142857,True,True,0.22857142857142856,8,4,稳定拓展型二
330,444,495403620,9628223555,11427.64,6746,61262,0.1014,598.0,True,0.11011720152786393,1.6939875481766973,True,True,9.081233323450935,8,0,高价值转化型
331,457,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
332,469,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
333,510,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
334,523,495403620,9628223555,9.83,10,24,0.75,298.0,True,0.4166666666666667,0.983,True,True,2.4,8,1,稳定拓展型
335,524,495403620,9628223555,8.95,6,14,0.8,176.0,True,0.42857142857142855,1.4916666666666665,True,True,2.3333333333333335,8,1,稳定拓展型
336,528,495403620,9628223555,1.27,1,0,0.0,,True,,1.27,False,True,0.0,8,5,潜力挖掘型
337,546,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
338,552,495403620,9628223555,0.94,1,1,1.0,1.0,True,1.0,0.94,True,True,1.0,8,7,低效长尾型二
339,570,495403620,9628223555,4.51,4,2,1.0,62.0,True,2.0,1.1275,True,True,0.5,8,7,低效长尾型二
340,608,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
341,609,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
342,646,495403620,9628223555,4.58,6,4,1.0,96.0,True,1.5,0.7633333333333333,True,True,0.6666666666666666,8,7,低效长尾型二
343,652,495403620,9628223555,2.01,4,7,0.5,63.0,True,0.5714285714285714,0.5025,True,True,1.75,8,6,稳定拓展型三
344,665,495403620,9628223555,893.04,602,734,0.7539,174.0,True,0.8201634877384196,1.483455149501661,True,True,1.2192691029900333,8,6,稳定拓展型三
345,700,495403620,9628223555,111.9,117,191,0.6778,186.0,True,0.612565445026178,0.9564102564102565,True,True,1.6324786324786325,8,6,稳定拓展型三
346,703,495403620,9628223555,1.38,1,1,1.0,6.0,True,1.0,1.38,True,True,1.0,8,7,低效长尾型二
347,711,495403620,9628223555,0.81,1,0,0.0,,True,,0.81,False,True,0.0,8,5,潜力挖掘型
348,734,495403620,9628223555,1.77,1,1,1.0,44.0,True,1.0,1.77,True,True,1.0,8,7,低效长尾型二
349,751,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
350,752,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
351,755,495403620,9628223555,5.73,7,13,0.8333,235.0,True,0.5384615384615384,0.8185714285714286,True,True,1.8571428571428572,8,6,稳定拓展型三
352,763,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
353,856,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
354,859,495403620,9628223555,32.11,16,41,0.6364,626.0,True,0.3902439024390244,2.006875,True,True,2.5625,8,1,稳定拓展型
355,874,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
356,875,495403620,9628223555,1047.58,1054,1220,0.8092,149.0,True,0.8639344262295082,0.993908918406072,True,True,1.157495256166983,8,6,稳定拓展型三
357,904,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
358,909,495403620,9628223555,5.4,2,0,0.0,,True,,2.7,False,True,0.0,8,5,潜力挖掘型
359,958,495403620,9628223555,0.37,1,1,1.0,12.0,True,1.0,0.37,True,True,1.0,8,7,低效长尾型二
360,982,495403620,9628223555,9.1,11,14,0.9,20.0,True,0.7857142857142857,0.8272727272727273,True,True,1.2727272727272727,8,6,稳定拓展型三
361,1018,495403620,9628223555,102.67,67,256,0.5556,376.0,True,0.26171875,1.5323880597014925,True,True,3.8208955223880596,8,1,稳定拓展型
362,1040,495403620,9628223555,5.45,6,29,0.5,261.0,True,0.20689655172413793,0.9083333333333333,True,True,4.833333333333333,8,1,稳定拓展型
363,1049,495403620,9628223555,1.61,1,1,1.0,2.0,True,1.0,1.61,True,True,1.0,8,7,低效长尾型二
364,1092,495403620,9628223555,24.51,26,46,0.875,329.0,True,0.5652173913043478,0.9426923076923077,True,True,1.7692307692307692,8,6,稳定拓展型三
365,1094,495403620,9628223555,2.51,3,3,1.0,177.0,True,1.0,0.8366666666666666,True,True,1.0,8,7,低效长尾型二
366,1164,495403620,9628223555,18.53,13,78,0.4615,206.0,True,0.16666666666666666,1.4253846153846155,True,True,6.0,8,1,稳定拓展型
367,1178,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
368,1235,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
369,1241,495403620,9628223555,3.09,4,10,0.75,462.0,True,0.4,0.7725,True,True,2.5,8,1,稳定拓展型
370,1249,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
371,1257,495403620,9628223555,212.08,164,241,0.5614,344.0,True,0.6804979253112033,1.2931707317073171,True,True,1.4695121951219512,8,6,稳定拓展型三
372,1265,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
373,1268,495403620,9628223555,9.13,12,7,1.0,5.0,True,1.7142857142857142,0.7608333333333334,True,True,0.5833333333333334,8,7,低效长尾型二
374,1270,495403620,9628223555,3.53,4,1,1.0,3.0,True,4.0,0.8825,True,True,0.25,8,4,稳定拓展型二
375,1285,495403620,9628223555,2.38,1,1,1.0,2.0,True,1.0,2.38,True,True,1.0,8,7,低效长尾型二
376,1310,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
377,1314,495403620,9628223555,23.63,16,24,0.8462,148.0,True,0.6666666666666666,1.476875,True,True,1.5,8,6,稳定拓展型三
378,1316,495403620,9628223555,45.15,213,54,1.0,112.0,True,3.9444444444444446,0.2119718309859155,True,True,0.2535211267605634,8,4,稳定拓展型二
379,1318,495403620,9628223555,1364.38,1278,1396,0.8394,130.0,True,0.9154727793696275,1.0675899843505479,True,True,1.0923317683881064,8,6,稳定拓展型三
380,1327,495403620,9628223555,1.34,1,1,1.0,6.0,True,1.0,1.34,True,True,1.0,8,7,低效长尾型二
381,1332,495403620,9628223555,7.5,5,6,0.6667,175.0,True,0.8333333333333334,1.5,True,True,1.2,8,6,稳定拓展型三
382,1339,495403620,9628223555,1.29,1,1,1.0,11.0,True,1.0,1.29,True,True,1.0,8,7,低效长尾型二
383,1354,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
384,1373,495403620,9628223555,0.49,1,1,1.0,15.0,True,1.0,0.49,True,True,1.0,8,7,低效长尾型二
385,1439,495403620,9628223555,5.2,9,3,0.5,99.0,True,3.0,0.5777777777777778,True,True,0.3333333333333333,8,4,稳定拓展型二
386,1447,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
387,1465,495403620,9628223555,0.97,1,6,0.0,214.0,True,0.16666666666666666,0.97,True,True,6.0,8,5,潜力挖掘型
388,1475,495403620,9628223555,0.64,1,1,1.0,120.0,True,1.0,0.64,True,True,1.0,8,7,低效长尾型二
389,1506,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
390,1513,495403620,9628223555,33.69,23,25,0.9474,59.0,True,0.92,1.4647826086956521,True,True,1.0869565217391304,8,6,稳定拓展型三
391,1531,495403620,9628223555,3.87,9,16,0.5714,63.0,True,0.5625,0.43,True,True,1.7777777777777777,8,1,稳定拓展型
392,1575,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
393,1621,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
394,1647,495403620,9628223555,1.1,1,0,0.0,,True,,1.1,False,True,0.0,8,5,潜力挖掘型
395,1655,495403620,9628223555,968.54,714,783,0.8632,105.0,True,0.9118773946360154,1.3564985994397758,True,True,1.096638655462185,8,6,稳定拓展型三
396,1660,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
397,1666,495403620,9628223555,16.26,12,31,0.5,160.0,True,0.3870967741935484,1.3550000000000002,True,True,2.5833333333333335,8,1,稳定拓展型
398,1676,495403620,9628223555,270.03,159,450,0.75,199.0,True,0.35333333333333333,1.6983018867924526,True,True,2.830188679245283,8,1,稳定拓展型
399,1683,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
400,1715,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
401,1719,495403620,9628223555,5.28,6,5,1.0,79.0,True,1.2,0.88,True,True,0.8333333333333334,8,7,低效长尾型二
402,1735,495403620,9628223555,62.35,65,76,0.8718,170.0,True,0.8552631578947368,0.9592307692307692,True,True,1.1692307692307693,8,6,稳定拓展型三
403,1752,495403620,9628223555,4.32,2,9,0.5,291.0,True,0.2222222222222222,2.16,True,True,4.5,8,1,稳定拓展型
404,1757,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
405,1764,495403620,9628223555,12.51,20,178,0.2727,582.0,True,0.11235955056179775,0.6255,True,True,8.9,8,1,稳定拓展型
406,1777,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
407,1802,495403620,9628223555,217.36,110,329,0.5875,326.0,True,0.3343465045592705,1.9760000000000002,True,True,2.9909090909090907,8,1,稳定拓展型
408,1846,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
409,1921,495403620,9628223555,1.63,1,1,1.0,22.0,True,1.0,1.63,True,True,1.0,8,7,低效长尾型二
410,1978,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
411,2004,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
412,2006,495403620,9628223555,4.41,2,2,1.0,63.0,True,1.0,2.205,True,True,1.0,8,7,低效长尾型二
413,2021,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
414,2043,495403620,9628223555,1.63,2,0,0.0,,True,,0.815,False,True,0.0,8,5,潜力挖掘型
415,2072,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
416,2079,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
417,2084,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
418,2093,495403620,9628223555,2.33,2,2,1.0,6.0,True,1.0,1.165,True,True,1.0,8,7,低效长尾型二
419,2111,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
420,2113,495403620,9628223555,32.61,32,38,0.875,145.0,True,0.8421052631578947,1.0190625,True,True,1.1875,8,6,稳定拓展型三
421,2127,495403620,9628223555,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
422,2176,495403620,9628223555,17.75,10,27,0.6667,376.0,True,0.37037037037037035,1.775,True,True,2.7,8,1,稳定拓展型
